timestamp,instrument,direction,price,quantity,balanceChange,balanceAfter,account,note
2026-09-12T11:36:32.185Z,TSLAUSDT,sell,365.69770188,1.09,-0.2391663,9992.34590838,rules,"USDT-FUTURES open, fee 0.239166 USDT, slippage 5.53 bps, 4 book levels, book c73a1ae58477"
2026-09-12T12:12:04.558Z,TSLAUSDT,buy,365.88404326,1.09,-0.44240026,9991.90350812,rules,"USDT-FUTURES close, fee 0.239288 USDT, slippage 5.58 bps, 3 book levels, book a39611a3a0a7"
2026-09-14T05:27:47.825Z,RMUUSDT,sell,938.15069,0.20045,187.8642535,9019.64826221,claude,"SPOT reduce, fee 0.188052 USDT, slippage 5.00 bps, 1 book levels, book 5f4ffbf38eb6, partial"
2026-09-14T08:20:22.053Z,RNVDAUSDT,sell,213.2933,0.7142,152.18174079,9171.830003,claude,"SPOT reduce, fee 0.152334 USDT, slippage 5.00 bps, 1 book levels, book 3d36e9b935ed, partial"
2026-09-14T08:36:58.268Z,RNVDAUSDT,sell,212.963465,1.029,218.92026608,9390.75026907,claude,"SPOT close, fee 0.219139 USDT, slippage 5.00 bps, 1 book levels, book a2667f7648cc"
2026-09-14T08:53:52.080Z,NVDAUSDT,buy,212.676285,0.38,2.46483551,9393.21510458,claude,"USDT-FUTURES reduce, fee 0.048490 USDT, slippage 5.00 bps, 1 book levels, book 4195fb155cb6"
2026-09-14T10:04:22.335Z,RQQQUSDT,sell,702.06879,0.038,26.65193541,9419.86703999,claude,"SPOT reduce, fee 0.026679 USDT, slippage 5.00 bps, 1 book levels, book 65db9f3a963a"
2026-09-14T10:55:20.836Z,NVDAUSDT,buy,212.12601,0.12,0.84444173,9420.71148171,claude,"USDT-FUTURES reduce, fee 0.015273 USDT, slippage 5.00 bps, 1 book levels, book 4bbcc395cb5c"
2026-09-15T05:43:06.788Z,RSPYUSDT,buy,759.81972,0.2633,-200.26059281,9220.45088891,claude,"SPOT open, fee 0.200061 USDT, slippage 5.00 bps, 1 book levels, book ff3547d86447"
2026-09-15T05:43:07.577Z,RQQQUSDT,sell,707.2462,0.1478,104.42645737,9324.87734628,claude,"SPOT reduce, fee 0.104531 USDT, slippage 5.00 bps, 1 book levels, book 5bc4ffd03777"
2026-09-15T05:43:07.005Z,RNVDAUSDT,buy,212.28609,0.7021,-149.19510985,9850.80489015,qwen,"SPOT open, fee 0.149046 USDT, slippage 5.00 bps, 1 book levels, book 60958e51d969, partial"
2026-09-15T05:43:07.206Z,NVDAUSDT,sell,212.33378,0.47,-0.05987813,9850.74501202,qwen,"USDT-FUTURES open, fee 0.059878 USDT, slippage 5.00 bps, 1 book levels, book 3ea226c6aef6"
2026-09-15T06:00:50.112Z,RSPYUSDT,sell,758.830395,0.0658,49.88110895,9374.75845523,claude,"SPOT reduce, fee 0.049931 USDT, slippage 5.00 bps, 1 book levels, book 01b8cd666934"
2026-09-15T06:00:50.271Z,NVDAUSDT,buy,212.696295,0.27,1.74592455,9376.50437978,claude,"USDT-FUTURES close, fee 0.034457 USDT, slippage 5.00 bps, 1 book levels, book 075481311cfa"
2026-09-15T06:00:50.315Z,RQQQUSDT,sell,707.38613,0.2119,149.74522583,9526.24960561,claude,"SPOT close, fee 0.149895 USDT, slippage 5.00 bps, 1 book levels, book 7970abdb400d"
2026-09-15T06:19:37.186Z,RNVDAUSDT,buy,212.58624,0.9412,-200.28625526,9325.96335035,claude,"SPOT open, fee 0.200086 USDT, slippage 5.00 bps, 1 book levels, book 45146601fdae"
2026-09-15T06:19:37.407Z,NVDAUSDT,sell,212.603645,0.47,-0.05995423,9325.90339612,claude,"USDT-FUTURES open, fee 0.059954 USDT, slippage 5.00 bps, 1 book levels, book 83a1cb27bb77"
2026-09-15T06:58:05.737Z,RNVDAUSDT,sell,211.97396,0.4697,99.46460484,9425.36800096,claude,"SPOT reduce, fee 0.099564 USDT, slippage 5.00 bps, 1 book levels, book a46e77cbc890"
2026-09-15T07:17:11.153Z,RSPYUSDT,sell,757.471075,0.0985,74.53628999,9499.90429095,claude,"SPOT reduce, fee 0.074611 USDT, slippage 5.00 bps, 1 book levels, book 80783d8a923e"
2026-09-15T07:17:11.160Z,RNVDAUSDT,sell,211.724085,0.1174,24.83155117,9524.73584212,claude,"SPOT reduce, fee 0.024856 USDT, slippage 5.00 bps, 1 book levels, book 6c6f6545fb85"
2026-09-15T07:35:34.125Z,RSPYUSDT,sell,757.830895,0.0495,37.47511667,9562.21095879,claude,"SPOT reduce, fee 0.037513 USDT, slippage 5.00 bps, 1 book levels, book e6ac70264fd3"
2026-09-15T07:35:34.320Z,NVDAUSDT,buy,212.276085,0.23,0.0460447,9562.2570035,claude,"USDT-FUTURES reduce, fee 0.029294 USDT, slippage 5.00 bps, 1 book levels, book dbf57242d1b7"
2026-09-15T07:53:58.168Z,RSPYUSDT,sell,756.831395,0.0495,37.4256909,9599.68269439,claude,"SPOT close, fee 0.037463 USDT, slippage 5.00 bps, 1 book levels, book f4a29f21256d"
